job_id,job_title,company,location,experience_level,company_size,remote_type,salary_inr,salary_usd,primary_skill,skills,month,year,demand_score
JOB00701,MLOps Engineer,Paytm,Seattle,Mid Level,Startup (1-50),On-site,1105909,13324,Python,"Docker, CI/CD, Kubernetes",Jul,2024,70.7
JOB00702,Data Engineer,Capgemini,Singapore,Mid Level,Large (1001-5000),On-site,1388821,16732,Python,"Spark, Python, SQL",Dec,2024,57.1
JOB00703,Data Scientist,LinkedIn,Mumbai,Director,Startup (1-50),Hybrid,4024568,48488,Python,"Python, SQL, TensorFlow",Jul,2024,82.3
JOB00704,Deep Learning Engineer,Capgemini,Hyderabad,Mid Level,Enterprise (5000+),Hybrid,946476,11403,Python,"PyTorch, CUDA, TensorFlow",Dec,2025,84.3
JOB00705,Data Science Manager,Capgemini,London,Senior Level,Medium (201-1000),On-site,1686312,20317,Python,"Leadership, Strategy, SQL",Jan,2024,81.6
JOB00706,Applied Scientist,CRED,Toronto,Director,Enterprise (5000+),Remote,4909056,59145,Python,"Research, Python, Statistics",Oct,2025,76.3
JOB00707,NLP Engineer,DeepMind,Austin,Mid Level,Enterprise (5000+),On-site,969522,11680,Python,"Transformers, NLP, Python",Jun,2025,51.4
JOB00708,Quantitative Analyst,Infosys,Seattle,Director,Enterprise (5000+),On-site,5684486,68487,Python,"Python, Optimization, R",Jun,2024,62.7
JOB00709,MLOps Engineer,TCS,Hyderabad,Senior Level,Startup (1-50),Hybrid,1512963,18228,Python,"CI/CD, Python, Docker",Oct,2023,66.6
JOB00710,Data Engineer,Spotify,New York,Director,Enterprise (5000+),On-site,5645108,68013,Python,"Airflow, SQL, Python",Jul,2024,66.1
JOB00711,Research Scientist,Infosys,Toronto,Mid Level,Medium (201-1000),Hybrid,1237983,14915,Python,"Python, Statistics, PyTorch",Apr,2025,70.8
JOB00712,Data Analyst,Capgemini,Toronto,Lead,Small (51-200),Hybrid,3153577,37994,SQL,"Power BI, Tableau, Python",Mar,2025,78.6
JOB00713,Deep Learning Engineer,LinkedIn,Sydney,Lead,Large (1001-5000),Remote,2938438,35402,Python,"CUDA, Deep Learning, PyTorch",Oct,2024,84.8
JOB00714,Data Analyst,HCL,Delhi,Director,Enterprise (5000+),Remote,4769416,57462,SQL,"Python, Excel, SQL",Oct,2024,79.5
JOB00715,NLP Engineer,Capgemini,London,Entry Level,Startup (1-50),Remote,596612,7188,Python,"Python, Transformers, NLP",Sep,2023,98.6
JOB00716,AI Engineer,Meesho,Bangalore,Senior Level,Large (1001-5000),Remote,2564089,30892,Python,"Deep Learning, Cloud, Python",Oct,2023,59.0
JOB00717,Analytics Engineer,Microsoft,Delhi,Lead,Startup (1-50),Hybrid,3254829,39214,SQL,"Snowflake, Python, Airflow",Sep,2023,72.2
JOB00718,Business Intelligence Analyst,Wipro,Pune,Lead,Large (1001-5000),Hybrid,3272144,39423,SQL,"Excel, Tableau, Power BI",Oct,2025,65.9
JOB00719,Quantitative Analyst,Swiggy,Singapore,Director,Enterprise (5000+),On-site,4254561,51259,Python,"Python, Finance, Statistics",Aug,2024,63.6
JOB00720,Machine Learning Engineer,Netflix,Austin,Mid Level,Startup (1-50),Remote,1189749,14334,Python,"PyTorch, Python, Deep Learning",Sep,2023,75.6
JOB00721,Quantitative Analyst,Salesforce,Bangalore,Lead,Enterprise (5000+),Remote,3347744,40334,Python,"Statistics, R, Python",Apr,2025,90.7
JOB00722,Data Science Manager,Flipkart,Mumbai,Director,Large (1001-5000),Hybrid,3345636,40308,Python,"SQL, Python, Leadership",Nov,2025,92.2
JOB00723,Data Scientist,Flipkart,Chennai,Senior Level,Large (1001-5000),Hybrid,1755098,21145,Python,"Statistics, Python, SQL",Aug,2025,98.0
JOB00724,MLOps Engineer,Twitter,Pune,Mid Level,Medium (201-1000),Hybrid,1333787,16069,Python,"MLflow, Docker, Python",May,2023,80.1
JOB00725,Business Intelligence Analyst,Flipkart,Hyderabad,Mid Level,Startup (1-50),Remote,1230755,14828,SQL,"Excel, Power BI, Tableau",Jul,2023,68.4
JOB00726,Data Science Manager,NVIDIA,San Francisco,Entry Level,Startup (1-50),Hybrid,583441,7029,Python,"SQL, Strategy, Python",Jun,2025,63.2
JOB00727,Business Intelligence Analyst,Meesho,Singapore,Lead,Enterprise (5000+),On-site,3208848,38660,SQL,"Tableau, SQL, Python",Mar,2023,77.1
JOB00728,Research Scientist,TCS,Pune,Entry Level,Small (51-200),Remote,631282,7605,Python,"Statistics, Research, Python",Jul,2024,68.3
JOB00729,Data Analyst,TCS,Singapore,Mid Level,Enterprise (5000+),Remote,1102843,13287,SQL,"SQL, Tableau, Excel",Dec,2025,64.2
JOB00730,Data Analyst,PhonePe,Sydney,Entry Level,Startup (1-50),Hybrid,529952,6384,SQL,"Python, Excel, SQL",Jun,2024,57.9
JOB00731,MLOps Engineer,Airbnb,Austin,Director,Startup (1-50),Remote,4632195,55809,Python,"CI/CD, Kubernetes, Docker",Apr,2025,60.3
JOB00732,MLOps Engineer,TCS,Seattle,Senior Level,Medium (201-1000),Hybrid,1877136,22616,Python,"Docker, Kubernetes, CI/CD",Dec,2025,60.3
JOB00733,Research Scientist,HCL,Pune,Senior Level,Startup (1-50),Remote,2334723,28129,Python,"Python, Research, PyTorch",Sep,2023,77.2
JOB00734,Analytics Engineer,Apple,Mumbai,Lead,Large (1001-5000),On-site,2382759,28707,SQL,"SQL, Snowflake, Python",Oct,2025,56.0
JOB00735,Data Science Manager,Google,London,Lead,Enterprise (5000+),Remote,3693994,44505,Python,"Strategy, Machine Learning, Python",Aug,2025,71.8
JOB00736,Data Engineer,DeepMind,London,Entry Level,Medium (201-1000),On-site,642533,7741,Python,"SQL, AWS, Airflow",May,2025,97.4
JOB00737,Data Scientist,CRED,San Francisco,Senior Level,Large (1001-5000),Remote,2284489,27523,Python,"Statistics, SQL, Python",Jan,2025,77.0
JOB00738,Deep Learning Engineer,Apple,Chennai,Director,Enterprise (5000+),Remote,5163316,62208,Python,"TensorFlow, Deep Learning, CUDA",Mar,2023,85.7
JOB00739,AI Engineer,Google,Seattle,Mid Level,Startup (1-50),Hybrid,1499785,18069,Python,"Python, Deep Learning, Machine Learning",Oct,2024,91.4
JOB00740,NLP Engineer,Microsoft,Toronto,Senior Level,Startup (1-50),On-site,2534742,30539,Python,"NLP, Python, SpaCy",Aug,2025,95.0
JOB00741,MLOps Engineer,Netflix,Bangalore,Lead,Medium (201-1000),On-site,2316380,27908,Python,"Python, Docker, Kubernetes",Aug,2024,70.8
JOB00742,Machine Learning Engineer,Uber,Chennai,Mid Level,Small (51-200),Remote,969676,11682,Python,"TensorFlow, PyTorch, Python",Jul,2023,79.0
JOB00743,Deep Learning Engineer,Swiggy,New York,Senior Level,Medium (201-1000),Remote,1993809,24021,Python,"TensorFlow, Deep Learning, Python",Apr,2023,88.0
JOB00744,Research Scientist,Meta,Toronto,Lead,Startup (1-50),Remote,3212523,38705,Python,"PyTorch, Deep Learning, Statistics",Sep,2023,53.2
JOB00745,Data Analyst,Infosys,Hyderabad,Entry Level,Large (1001-5000),Remote,646589,7790,SQL,"SQL, Power BI, Excel",Jul,2025,52.6
JOB00746,Data Science Manager,Intel,Delhi,Lead,Large (1001-5000),On-site,2851642,34357,Python,"SQL, Python, Leadership",Sep,2024,68.8
JOB00747,Quantitative Analyst,Amazon,Delhi,Lead,Enterprise (5000+),Hybrid,3289648,39634,Python,"Optimization, Statistics, Finance",Jul,2025,59.4
JOB00748,Machine Learning Engineer,Spotify,Mumbai,Entry Level,Enterprise (5000+),On-site,532015,6409,Python,"PyTorch, Deep Learning, Machine Learning",Sep,2023,70.6
JOB00749,Analytics Engineer,Meta,Chennai,Director,Large (1001-5000),Remote,4087225,49243,SQL,"Python, Snowflake, Airflow",Jun,2023,97.0
JOB00750,Quantitative Analyst,Swiggy,Pune,Senior Level,Medium (201-1000),Hybrid,1735801,20913,Python,"Statistics, Python, Optimization",May,2024,78.7
JOB00751,Deep Learning Engineer,Meta,New York,Mid Level,Startup (1-50),Hybrid,1033818,12455,Python,"TensorFlow, Deep Learning, Python",Sep,2025,81.4
JOB00752,Data Engineer,Wipro,San Francisco,Entry Level,Medium (201-1000),On-site,478348,5763,Python,"Spark, AWS, Airflow",Oct,2025,64.7
JOB00753,Business Intelligence Analyst,Accenture,Toronto,Mid Level,Startup (1-50),Remote,1024342,12341,SQL,"SQL, Tableau, Power BI",Nov,2023,61.3
JOB00754,Research Scientist,PhonePe,Sydney,Mid Level,Small (51-200),Remote,1389655,16742,Python,"PyTorch, Research, Python",Oct,2024,67.8
JOB00755,Machine Learning Engineer,Oracle,Delhi,Senior Level,Startup (1-50),On-site,1886698,22731,Python,"PyTorch, Deep Learning, Python",Apr,2024,97.8
JOB00756,Data Engineer,Salesforce,Chennai,Mid Level,Medium (201-1000),Hybrid,1673828,20166,Python,"AWS, SQL, Python",Jun,2024,59.6
JOB00757,Data Analyst,PhonePe,Bangalore,Senior Level,Startup (1-50),On-site,2362794,28467,SQL,"SQL, Excel, Power BI",Nov,2023,64.9
JOB00758,Data Engineer,Infosys,Chennai,Senior Level,Medium (201-1000),On-site,2260995,27240,Python,"Python, AWS, Airflow",Dec,2025,93.3
JOB00759,Data Analyst,Infosys,Berlin,Mid Level,Small (51-200),On-site,1045495,12596,SQL,"Python, SQL, Excel",Oct,2024,78.8
JOB00760,Data Science Manager,OpenAI,Pune,Director,Medium (201-1000),Remote,4972709,59912,Python,"SQL, Strategy, Python",Jul,2023,85.6
JOB00761,Quantitative Analyst,Cognizant,Mumbai,Lead,Enterprise (5000+),Hybrid,2923693,35225,Python,"Finance, Optimization, Python",May,2024,65.8
JOB00762,Business Intelligence Analyst,CRED,Sydney,Director,Large (1001-5000),On-site,4582356,55209,SQL,"Python, SQL, Excel",Aug,2025,60.8
JOB00763,Data Engineer,PhonePe,Berlin,Lead,Small (51-200),On-site,4428840,53359,Python,"SQL, Spark, AWS",Jun,2024,77.0
JOB00764,Data Analyst,Microsoft,Toronto,Entry Level,Medium (201-1000),Hybrid,591354,7124,SQL,"Power BI, Excel, Python",Sep,2023,72.1
JOB00765,NLP Engineer,Amazon,Sydney,Lead,Medium (201-1000),Remote,3751651,45200,Python,"BERT, NLP, SpaCy",Jul,2024,81.6
JOB00766,Business Intelligence Analyst,Uber,Mumbai,Entry Level,Medium (201-1000),Remote,536714,6466,SQL,"SQL, Power BI, Python",Oct,2023,76.8
JOB00767,Business Intelligence Analyst,OpenAI,Seattle,Mid Level,Medium (201-1000),Remote,1193702,14381,SQL,"Python, Tableau, Power BI",Jul,2025,86.3
JOB00768,Applied Scientist,CRED,Austin,Senior Level,Startup (1-50),Hybrid,2784364,33546,Python,"AWS, Python, Machine Learning",Jun,2024,82.1
JOB00769,Quantitative Analyst,IBM,New York,Mid Level,Large (1001-5000),Hybrid,1087145,13098,Python,"R, Finance, Statistics",Jun,2025,89.9
JOB00770,Business Intelligence Analyst,Meesho,San Francisco,Entry Level,Medium (201-1000),Remote,763120,9194,SQL,"Excel, Python, Power BI",Aug,2025,51.5
JOB00771,Data Analyst,Accenture,Austin,Director,Small (51-200),On-site,4977732,59972,SQL,"Excel, Power BI, SQL",Dec,2023,70.5
JOB00772,Deep Learning Engineer,Microsoft,Austin,Lead,Enterprise (5000+),Remote,2930015,35301,Python,"Deep Learning, TensorFlow, PyTorch",Jul,2023,80.9
JOB00773,Research Scientist,CRED,Berlin,Director,Enterprise (5000+),Remote,4926875,59359,Python,"Statistics, PyTorch, Python",Dec,2023,73.3
JOB00774,Business Intelligence Analyst,Salesforce,Austin,Director,Large (1001-5000),Remote,5156474,62126,SQL,"Python, Excel, SQL",Apr,2023,59.1
JOB00775,Machine Learning Engineer,Capgemini,San Francisco,Lead,Medium (201-1000),Remote,3498468,42150,Python,"TensorFlow, Python, Machine Learning",Jun,2025,75.4
JOB00776,Data Analyst,Spotify,Berlin,Senior Level,Large (1001-5000),On-site,1681825,20262,SQL,"Tableau, Power BI, Excel",May,2023,53.4
JOB00777,Applied Scientist,HCL,San Francisco,Mid Level,Small (51-200),Remote,1069115,12880,Python,"AWS, Research, Statistics",Jul,2025,59.9
JOB00778,Analytics Engineer,TCS,San Francisco,Lead,Medium (201-1000),Remote,3081191,37122,SQL,"Snowflake, dbt, Python",Jan,2023,66.1
JOB00779,Research Scientist,Netflix,Toronto,Lead,Large (1001-5000),Hybrid,3164271,38123,Python,"PyTorch, Deep Learning, Statistics",Sep,2025,91.3
JOB00780,Quantitative Analyst,Infosys,Chennai,Senior Level,Large (1001-5000),Hybrid,2404821,28973,Python,"Finance, R, Statistics",Aug,2023,77.9
JOB00781,NLP Engineer,Anthropic,Chennai,Entry Level,Small (51-200),On-site,615993,7421,Python,"Python, NLP, BERT",Jun,2025,70.2
JOB00782,Quantitative Analyst,Cognizant,London,Director,Startup (1-50),Hybrid,3598642,43357,Python,"Finance, Optimization, Python",Mar,2023,62.4
JOB00783,MLOps Engineer,Wipro,Bangalore,Entry Level,Large (1001-5000),Hybrid,634217,7641,Python,"Kubernetes, MLflow, Python",Mar,2025,69.4
JOB00784,Data Scientist,Wipro,Pune,Senior Level,Startup (1-50),Hybrid,2401493,28933,Python,"SQL, Python, TensorFlow",Jul,2025,76.9
JOB00785,Data Engineer,LinkedIn,Sydney,Lead,Small (51-200),Remote,3468699,41791,Python,"AWS, Python, Airflow",Nov,2023,64.4
JOB00786,MLOps Engineer,OpenAI,Mumbai,Lead,Small (51-200),Remote,3718774,44804,Python,"MLflow, Kubernetes, Python",Oct,2023,60.6
JOB00787,Data Scientist,Capgemini,Toronto,Director,Small (51-200),On-site,5062897,60998,Python,"Python, SQL, Statistics",Oct,2025,65.1
JOB00788,Data Scientist,NVIDIA,Hyderabad,Director,Startup (1-50),Hybrid,4809946,57951,Python,"Machine Learning, TensorFlow, Python",Oct,2023,50.8
JOB00789,Data Scientist,Intel,San Francisco,Entry Level,Medium (201-1000),Remote,593685,7152,Python,"Machine Learning, TensorFlow, Python",Oct,2023,70.4
JOB00790,Machine Learning Engineer,CRED,San Francisco,Senior Level,Medium (201-1000),Hybrid,1651882,19902,Python,"Python, Machine Learning, PyTorch",Sep,2025,55.2
JOB00791,Business Intelligence Analyst,PhonePe,Berlin,Mid Level,Startup (1-50),Remote,1277331,15389,SQL,"Excel, Tableau, SQL",Oct,2023,82.2
JOB00792,AI Engineer,Meesho,Hyderabad,Director,Medium (201-1000),Hybrid,4640189,55905,Python,"Cloud, NLP, Python",Mar,2023,84.9
JOB00793,Quantitative Analyst,Flipkart,Seattle,Director,Small (51-200),On-site,4683315,56425,Python,"Finance, R, Optimization",Dec,2025,58.6
JOB00794,Quantitative Analyst,TCS,Mumbai,Senior Level,Large (1001-5000),Hybrid,1778672,21429,Python,"Optimization, R, Statistics",Jul,2025,78.8
JOB00795,Data Scientist,Infosys,Delhi,Mid Level,Startup (1-50),Remote,1005409,12113,Python,"TensorFlow, Python, SQL",Jul,2025,56.7
JOB00796,Computer Vision Engineer,Microsoft,Pune,Senior Level,Small (51-200),Remote,2547540,30693,Python,"YOLO, PyTorch, Deep Learning",Jul,2025,93.0
JOB00797,Data Analyst,Anthropic,Hyderabad,Senior Level,Medium (201-1000),Remote,2186946,26348,SQL,"Python, Excel, Power BI",Sep,2024,61.9
JOB00798,MLOps Engineer,Capgemini,New York,Entry Level,Small (51-200),Hybrid,661335,7967,Python,"Docker, MLflow, Kubernetes",Sep,2024,50.3
JOB00799,Data Science Manager,IBM,San Francisco,Lead,Startup (1-50),Remote,3213592,38717,Python,"Python, Leadership, Machine Learning",Feb,2023,76.9
JOB00800,Quantitative Analyst,DeepMind,Mumbai,Mid Level,Small (51-200),Remote,1205356,14522,Python,"R, Optimization, Finance",Aug,2024,58.6
JOB00801,Data Engineer,OpenAI,Toronto,Senior Level,Medium (201-1000),Hybrid,2509633,30236,Python,"Python, Spark, SQL",Dec,2023,68.5
JOB00802,Computer Vision Engineer,Amazon,Singapore,Lead,Large (1001-5000),Hybrid,2952298,35569,Python,"PyTorch, Python, OpenCV",Oct,2024,79.2
JOB00803,Data Analyst,Wipro,Seattle,Director,Small (51-200),Hybrid,4564881,54998,SQL,"Tableau, Power BI, SQL",Jul,2024,66.3
JOB00804,Analytics Engineer,Google,Pune,Lead,Small (51-200),On-site,2978107,35880,SQL,"Python, Snowflake, dbt",Dec,2023,95.4
JOB00805,NLP Engineer,Apple,Sydney,Senior Level,Large (1001-5000),Hybrid,2056616,24778,Python,"Python, SpaCy, NLP",Jul,2025,95.7
JOB00806,Data Analyst,Zomato,Seattle,Mid Level,Large (1001-5000),On-site,1144349,13787,SQL,"Tableau, Excel, Power BI",Oct,2025,52.8
JOB00807,NLP Engineer,Amazon,New York,Lead,Small (51-200),On-site,3306624,39838,Python,"NLP, Transformers, BERT",Aug,2024,72.3
JOB00808,Deep Learning Engineer,LinkedIn,New York,Mid Level,Medium (201-1000),Remote,1113825,13419,Python,"Python, CUDA, TensorFlow",Sep,2025,84.9
JOB00809,NLP Engineer,Infosys,Mumbai,Lead,Enterprise (5000+),Remote,3802762,45816,Python,"BERT, Transformers, SpaCy",Sep,2023,64.8
JOB00810,MLOps Engineer,Netflix,Austin,Lead,Enterprise (5000+),Remote,2770588,33380,Python,"CI/CD, Kubernetes, Python",Oct,2025,63.2
JOB00811,Data Engineer,Google,Bangalore,Lead,Medium (201-1000),Remote,3110301,37473,Python,"Python, Airflow, Spark",Dec,2024,70.4
JOB00812,AI Engineer,Spotify,Chennai,Lead,Small (51-200),Remote,2988929,36011,Python,"NLP, Machine Learning, Deep Learning",Jul,2025,96.5
JOB00813,Computer Vision Engineer,Salesforce,Chennai,Director,Small (51-200),Remote,5476710,65984,Python,"Deep Learning, PyTorch, OpenCV",May,2025,80.7
JOB00814,Research Scientist,Airbnb,Mumbai,Entry Level,Small (51-200),Hybrid,617689,7442,Python,"Python, Deep Learning, Statistics",Jun,2024,78.7
JOB00815,Computer Vision Engineer,Microsoft,Bangalore,Lead,Startup (1-50),Remote,3695285,44521,Python,"OpenCV, Python, YOLO",Mar,2023,79.5
JOB00816,Quantitative Analyst,Infosys,Sydney,Senior Level,Large (1001-5000),Hybrid,1709765,20599,Python,"Statistics, Optimization, R",Oct,2025,90.0
JOB00817,Business Intelligence Analyst,Uber,Hyderabad,Lead,Large (1001-5000),Remote,3328184,40098,SQL,"Excel, Python, Power BI",Dec,2024,90.9
JOB00818,Applied Scientist,NVIDIA,Delhi,Mid Level,Startup (1-50),Hybrid,1360133,16387,Python,"Statistics, AWS, Research",Nov,2024,70.2
JOB00819,Data Engineer,Flipkart,Bangalore,Entry Level,Medium (201-1000),On-site,607405,7318,Python,"Airflow, SQL, Spark",Sep,2023,73.7
JOB00820,Analytics Engineer,Uber,London,Director,Startup (1-50),On-site,5219199,62881,SQL,"Snowflake, Python, Airflow",Aug,2024,59.6
JOB00821,Data Analyst,DeepMind,Hyderabad,Director,Enterprise (5000+),On-site,4150830,50010,SQL,"Power BI, Tableau, SQL",Apr,2023,93.9
JOB00822,Machine Learning Engineer,Netflix,New York,Lead,Enterprise (5000+),Remote,3876486,46704,Python,"TensorFlow, Python, PyTorch",Jun,2023,95.5
JOB00823,Business Intelligence Analyst,HCL,New York,Lead,Medium (201-1000),On-site,4303471,51849,SQL,"SQL, Tableau, Power BI",Oct,2025,81.0
JOB00824,Computer Vision Engineer,Apple,New York,Entry Level,Medium (201-1000),On-site,567344,6835,Python,"Deep Learning, PyTorch, YOLO",Dec,2025,86.4
JOB00825,Analytics Engineer,Tesla,Singapore,Lead,Enterprise (5000+),Remote,2986158,35977,SQL,"Python, SQL, Snowflake",Nov,2023,54.4
JOB00826,Analytics Engineer,Flipkart,Delhi,Director,Small (51-200),Hybrid,5481034,66036,SQL,"Airflow, SQL, dbt",Sep,2023,53.0
JOB00827,MLOps Engineer,Spotify,Singapore,Mid Level,Large (1001-5000),On-site,1484322,17883,Python,"CI/CD, Docker, Python",Jul,2024,69.4
JOB00828,MLOps Engineer,Intel,Pune,Lead,Medium (201-1000),Hybrid,2949027,35530,Python,"MLflow, Docker, Kubernetes",Nov,2024,63.9
JOB00829,Analytics Engineer,Airbnb,Chicago,Entry Level,Enterprise (5000+),Hybrid,562183,6773,SQL,"Airflow, Snowflake, Python",Jul,2025,90.6
JOB00830,Computer Vision Engineer,Twitter,Hyderabad,Senior Level,Large (1001-5000),On-site,2107011,25385,Python,"OpenCV, YOLO, Deep Learning",Dec,2024,86.1
JOB00831,Applied Scientist,LinkedIn,Berlin,Mid Level,Large (1001-5000),Remote,957998,11542,Python,"AWS, Statistics, Machine Learning",Jul,2025,70.7
JOB00832,Computer Vision Engineer,Anthropic,Berlin,Senior Level,Large (1001-5000),Hybrid,1896844,22853,Python,"OpenCV, PyTorch, Python",Mar,2025,56.4
JOB00833,Quantitative Analyst,Spotify,Austin,Director,Startup (1-50),Hybrid,3822204,46050,Python,"Finance, Statistics, Python",Aug,2023,60.3
JOB00834,Quantitative Analyst,Uber,London,Mid Level,Startup (1-50),On-site,1061796,12792,Python,"R, Finance, Optimization",Oct,2025,83.3
JOB00835,Data Analyst,Meta,London,Entry Level,Startup (1-50),Remote,596878,7191,SQL,"Power BI, Excel, Tableau",Dec,2023,71.3
JOB00836,Data Analyst,Accenture,Hyderabad,Lead,Small (51-200),Hybrid,3312423,39908,SQL,"Power BI, Python, Excel",Apr,2024,86.5
JOB00837,Quantitative Analyst,TCS,Berlin,Entry Level,Large (1001-5000),Hybrid,739545,8910,Python,"Python, Optimization, Finance",Jun,2025,54.0
JOB00838,Computer Vision Engineer,HCL,Bangalore,Director,Small (51-200),Hybrid,3826111,46097,Python,"Python, OpenCV, PyTorch",Sep,2025,73.7
JOB00839,Deep Learning Engineer,Salesforce,Pune,Lead,Medium (201-1000),Hybrid,3672474,44246,Python,"Python, PyTorch, TensorFlow",Apr,2023,90.1
JOB00840,Quantitative Analyst,Airbnb,Mumbai,Director,Large (1001-5000),Remote,4355557,52476,Python,"Python, R, Statistics",Sep,2025,84.1
JOB00841,Data Scientist,IBM,Chicago,Director,Large (1001-5000),On-site,4466611,53814,Python,"Machine Learning, Python, Statistics",Apr,2023,62.6
JOB00842,Quantitative Analyst,LinkedIn,Delhi,Entry Level,Startup (1-50),Hybrid,660733,7960,Python,"Python, R, Finance",Sep,2024,52.3
JOB00843,MLOps Engineer,Flipkart,Toronto,Senior Level,Enterprise (5000+),On-site,1829501,22042,Python,"Kubernetes, Docker, CI/CD",Apr,2024,54.9
JOB00844,Data Science Manager,IBM,Hyderabad,Entry Level,Small (51-200),Remote,634416,7643,Python,"SQL, Leadership, Machine Learning",May,2024,67.6
JOB00845,Data Analyst,PhonePe,Mumbai,Director,Large (1001-5000),On-site,4612355,55570,SQL,"Python, Tableau, Power BI",Sep,2024,54.1
JOB00846,AI Engineer,OpenAI,San Francisco,Lead,Small (51-200),On-site,3436376,41402,Python,"Machine Learning, Deep Learning, NLP",Mar,2025,82.2
JOB00847,Data Science Manager,Flipkart,Chennai,Director,Enterprise (5000+),Hybrid,4695188,56568,Python,"Strategy, Python, Machine Learning",Aug,2023,62.1
JOB00848,AI Engineer,Apple,Delhi,Entry Level,Enterprise (5000+),Hybrid,820977,9891,Python,"Python, Deep Learning, Machine Learning",Oct,2024,88.1
JOB00849,Data Analyst,PhonePe,Bangalore,Mid Level,Medium (201-1000),Remote,1085206,13074,SQL,"SQL, Python, Excel",Apr,2023,85.7
JOB00850,AI Engineer,Anthropic,Delhi,Director,Large (1001-5000),On-site,4141577,49898,Python,"Deep Learning, Python, NLP",Sep,2025,58.4
JOB00851,Quantitative Analyst,CRED,London,Lead,Small (51-200),Hybrid,2900892,34950,Python,"Optimization, R, Finance",Nov,2025,50.5
JOB00852,MLOps Engineer,OpenAI,Pune,Mid Level,Small (51-200),Remote,1100014,13253,Python,"Kubernetes, Docker, CI/CD",Jul,2025,79.8
JOB00853,Analytics Engineer,Cognizant,Toronto,Lead,Small (51-200),Hybrid,2894054,34868,SQL,"Python, Snowflake, Airflow",Dec,2024,96.1
JOB00854,Applied Scientist,Flipkart,Mumbai,Mid Level,Medium (201-1000),Remote,1414022,17036,Python,"Python, AWS, Research",Dec,2024,61.8
JOB00855,Machine Learning Engineer,Accenture,Hyderabad,Mid Level,Enterprise (5000+),Remote,1455690,17538,Python,"TensorFlow, Machine Learning, PyTorch",Mar,2024,74.4
JOB00856,Deep Learning Engineer,Google,Berlin,Director,Startup (1-50),On-site,4114746,49575,Python,"PyTorch, TensorFlow, Python",Jan,2023,98.7
JOB00857,Deep Learning Engineer,Capgemini,Hyderabad,Director,Enterprise (5000+),Remote,3938159,47447,Python,"Deep Learning, Python, CUDA",Sep,2023,91.1
JOB00858,MLOps Engineer,Paytm,Singapore,Senior Level,Startup (1-50),Remote,2355567,28380,Python,"Kubernetes, Docker, CI/CD",Aug,2023,91.7
JOB00859,Data Science Manager,IBM,Austin,Entry Level,Medium (201-1000),Remote,550299,6630,Python,"SQL, Strategy, Python",Aug,2024,95.2
JOB00860,Applied Scientist,Meta,Toronto,Director,Startup (1-50),Hybrid,4927228,59364,Python,"Python, Statistics, Machine Learning",Nov,2024,64.6
JOB00861,Machine Learning Engineer,Uber,Chennai,Entry Level,Medium (201-1000),Hybrid,618263,7448,Python,"TensorFlow, Machine Learning, Python",Aug,2023,75.9
JOB00862,Applied Scientist,Twitter,Delhi,Mid Level,Large (1001-5000),On-site,927166,11170,Python,"Research, Machine Learning, Statistics",Dec,2023,69.4
JOB00863,AI Engineer,Uber,Chennai,Senior Level,Large (1001-5000),Hybrid,2710676,32658,Python,"NLP, Machine Learning, Python",Sep,2024,67.3
JOB00864,NLP Engineer,Microsoft,San Francisco,Entry Level,Medium (201-1000),Remote,761628,9176,Python,"BERT, SpaCy, Transformers",Apr,2024,66.2
JOB00865,Data Scientist,Airbnb,Sydney,Mid Level,Small (51-200),Hybrid,1089698,13128,Python,"SQL, TensorFlow, Statistics",Dec,2024,85.0
JOB00866,Business Intelligence Analyst,Amazon,Berlin,Lead,Enterprise (5000+),Remote,3013903,36312,SQL,"Tableau, Power BI, Excel",Apr,2023,50.7
JOB00867,Deep Learning Engineer,Google,Chicago,Mid Level,Startup (1-50),Hybrid,1251455,15077,Python,"PyTorch, TensorFlow, Deep Learning",Aug,2025,73.8
JOB00868,Quantitative Analyst,NVIDIA,Pune,Lead,Small (51-200),Hybrid,3360539,40488,Python,"Python, Statistics, Finance",Oct,2023,62.1
JOB00869,Data Science Manager,Cognizant,Sydney,Lead,Small (51-200),On-site,3516101,42362,Python,"Leadership, SQL, Machine Learning",Oct,2023,80.8
JOB00870,Data Analyst,Oracle,Pune,Mid Level,Startup (1-50),Remote,1561836,18817,SQL,"Tableau, SQL, Excel",Aug,2024,59.8
JOB00871,Data Science Manager,Intel,Singapore,Entry Level,Large (1001-5000),Remote,584074,7037,Python,"Machine Learning, Strategy, Leadership",Sep,2025,53.0
JOB00872,NLP Engineer,Zomato,Delhi,Entry Level,Medium (201-1000),On-site,528153,6363,Python,"BERT, NLP, SpaCy",Jun,2024,93.9
JOB00873,Data Analyst,IBM,Hyderabad,Entry Level,Startup (1-50),Hybrid,475861,5733,SQL,"Tableau, Excel, Power BI",Oct,2024,54.9
JOB00874,Data Analyst,Uber,London,Senior Level,Large (1001-5000),On-site,1958793,23599,SQL,"SQL, Python, Tableau",Jul,2023,67.7
JOB00875,Quantitative Analyst,IBM,London,Senior Level,Enterprise (5000+),On-site,2189068,26374,Python,"Finance, Python, Optimization",Jun,2024,56.4
JOB00876,Analytics Engineer,Oracle,Hyderabad,Director,Startup (1-50),Remote,5711326,68811,SQL,"Snowflake, SQL, Airflow",Sep,2025,96.1
